complex_id	complex_name	organism	pmid	cell_line	purification_methods	n_subunits	subunit_ids	subunit_genes	n_ext_ppi_edges	n_ext_partners	n_ext_partners_pure	n_ext_partners_other_complex_subunit	go_ids	go_names	go_ontology	comment_complex	comment_disease
1163	ING1-PCNA complex	Human	11682605		MI:0006:anti bait coimmunoprecipitation;MI:0029:cosedimentation through density gradient	2	Q9UK53;P12004	ING1;PCNA	29	29	16	13	GO:0005694;GO:0006974;GO:0008219;GO:0009314	chromosome;DNA damage response;cell death;response to radiation	cellular_component;biological_process;biological_process;biological_process	UV rapidly induces p33ING1b, but not p47ING1a isoform, to bind PCNA.	
1165	RNF20-RNF40-UbE2E1 complex	Human	16307923		MI:0096:pull down	3	Q5VTR2;O75150;P51965	RNF20;RNF40;UBE2E1	33	33	13	20	GO:0005634;GO:0006355;GO:0006511;GO:0016567;GO:2001141	nucleus;regulation of DNA-templated transcription;ubiquitin-dependent protein catabolic process;protein ubiquitination;regulation of RNA biosynthetic process	cellular_component;biological_process;biological_process;biological_process;biological_process	In humans, the 600 kDa RNF20/40 complex is the E3 ligase and UbcH6 is the ubiquitin E2-conjugating enzyme for H2B-Lys120 monoubiquitination.	
1166	p400-associated complex	Human	11509179		MI:0004:affinity chromatography technology	6	P60709;O96019;Q96L91;Q9Y265;Q9Y230;Q9Y4A5	ACTB;ACTL6A;EP400;RUVBL1;RUVBL2;TRRAP	76	76	13	63	GO:0005515;GO:0005634;GO:0006265;GO:0051276	protein binding;nucleus;DNA topological change;chromosome organization	molecular_function;cellular_component;biological_process;biological_process		
1171	c-MYC-ATPase-helicase complex	Human	11839798	HeLa cells	MI:0006:anti bait coimmunoprecipitation	5	O96019;P01106;Q9Y265;Q9Y230;Q9Y4A5	ACTL6A;MYC;RUVBL1;RUVBL2;TRRAP	116	116	20	96	GO:0003677;GO:0005634;GO:0006355;GO:0006473;GO:0051276	DNA binding;nucleus;regulation of DNA-templated transcription;protein acetylation;chromosome organization	molecular_function;cellular_component;biological_process;biological_process;biological_process		
1173	TIP49-TIP48-BAF53 complex	Human	11839798		MI:0007:anti tag coimmunoprecipitation	3	O96019;Q9Y265;Q9Y230	ACTL6A;RUVBL1;RUVBL2	50	50	8	42	GO:0005634;GO:0051276	nucleus;chromosome organization	cellular_component;biological_process		
1175	TRRAP-BAF53-HAT complex	Human	11839798		MI:0007:anti tag coimmunoprecipitation	2	O96019;Q9Y4A5	ACTL6A;TRRAP	48	48	2	46	GO:0005634;GO:0006265;GO:0006355;GO:0006473;GO:0051276;GO:2001141	nucleus;DNA topological change;regulation of DNA-templated transcription;protein acetylation;chromosome organization;regulation of RNA biosynthetic process	cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process	TRRAP and BAF53 associate with an up to now not identified histone acetyltransferase activity which does not contain TIP60, TIP49 or TIP48.	
1177	Polycomb repressive complex 4	Human	15684044		MI:0071:molecular sieving;MI:0226:ion exchange chromatography	3	O75530;Q15910;Q96EB6	EED;EZH2;SIRT1	71	71	18	53	GO:0005634;GO:0006265;GO:0045892;GO:0051276	nucleus;DNA topological change;negative regulation of DNA-templated transcription;chromosome organization	cellular_component;biological_process;biological_process;biological_process	Polycomb repressive complexes are required to maintain the transcriptionally repressive state of many genes, including Hox genes, throughout development. They are methylating histones at lysine residues. PRC4 methylates preferentially the histone H1b isoform, whereas PRC2 methylated preferentially the histone H1d isoform. The PRC3 complex exclusively targets methylation of histone H3-K27, and the activity is repressed in the presence of histone H1. PRC2 also methylates histone H3-K27 but in the presence of histone H1, PRC2 methylates both H3-K27 and H1-K26.	PRC complexes are overexpressed in breast, colon, and prostate cancers.
1224	Ubiquitin E3 ligase (BMI1, SPOP, CUL3)	Human	15897469		MI:0019:coimmunoprecipitation	3	P35226;Q13618;O43791	BMI1;CUL3;SPOP	40	40	9	31	GO:0005634;GO:0006511;GO:0009048;GO:0016567	nucleus;ubiquitin-dependent protein catabolic process;dosage compensation by inactivation of X chromosome;protein ubiquitination	cellular_component;biological_process;biological_process;biological_process	Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. X inactivation involves the stable silencing of one of the two X chromosomes in XX female mammals. Initiation of this process occurs during early development and involves Xist (X-inactive-specific transcript) RNA coating and the recruitment of Polycomb repressive complex (PRC) 2 and PRC1 proteins. This recruitment results in an inactive state that is initially labile but is further locked in by epigenetic marks such as DNA methylation, histone hypoacetylation, and MACROH2A deposition. The ubiquitin E3 ligase consisting of SPOP and CULLIN3 is able to ubiquitinate the Polycomb group protein BMI1 and the variant histone H2AFY.	
1225	Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)	Human	15897469		MI:0019:coimmunoprecipitation	3	Q13618;O75367;O43791	CUL3;MACROH2A1;SPOP	25	25	6	19	GO:0005634;GO:0006511;GO:0009048;GO:0016567	nucleus;ubiquitin-dependent protein catabolic process;dosage compensation by inactivation of X chromosome;protein ubiquitination	cellular_component;biological_process;biological_process;biological_process	Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. X inactivation involves the stable silencing of one of the two X chromosomes in XX female mammals. Initiation of this process occurs during early development and involves Xist (X-inactive-specific transcript) RNA coating and the recruitment of Polycomb repressive complex (PRC) 2 and PRC1 proteins. This recruitment results in an inactive state that is initially labile but is further locked in by epigenetic marks such as DNA methylation, histone hypoacetylation, and MACROH2A deposition. The ubiquitin E3 ligase consisting of SPOP and CULLIN3 is able to ubiquitinate the Polycomb group protein BMI1 and the variant histone H2AFY.	
1232	REST-CoREST-mSIN3A complex	Human	10734093	HEK-293 cells,	MI:0007:anti tag coimmunoprecipitation	3	Q9UKL0;Q13127;Q96ST3	RCOR1;REST;SIN3A	80	80	24	56	GO:0005634;GO:0007399;GO:0022008;GO:0030182;GO:0045892;GO:0048699	nucleus;nervous system development;neurogenesis;neuron differentiation;negative regulation of DNA-templated transcription;generation of neurons	cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process	The REST-mSin3A association involves the NH(2)-terminal repressor domain of REST and the paired amphipathic helix 2 domain of mSin3A. REST forms complexes with endogenous mSin3A in mammalian cells, and both mSin3A and CoREST interact with REST in intact mammalian cells.	
1233	CoREST-HDAC2 complex	Human	11516394	non-neuronal COS 1 cells, neuronal PC12 cells	MI:0019:coimmunoprecipitation	2	Q92769;Q9UKL0	HDAC2;RCOR1	90	90	23	67	GO:0005634;GO:0006265;GO:0006476;GO:0045892;GO:0051276	nucleus;DNA topological change;protein deacetylation;negative regulation of DNA-templated transcription;chromosome organization	cellular_component;biological_process;biological_process;biological_process;biological_process	In the presence of REST, the CoREST/HDAC2 complex represses transcription of the Nav1.2 sodium channel gene.	
1237	BAF complex	Human	11073988		MI:0004:affinity chromatography technology;MI:0006:anti bait coimmunoprecipitation	9	O96019;O14497;P51531;P51532;Q12824;Q92922;Q8TAQ2;Q96GM5;Q969G3	ACTL6A;ARID1A;SMARCA2;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCE1	93	93	23	70	GO:0003677;GO:0005634;GO:0006265;GO:0045893;GO:0051276	DNA binding;nucleus;DNA topological change;positive regulation of DNA-templated transcription;chromosome organization	molecular_function;cellular_component;biological_process;biological_process;biological_process	BAF250 confers specificity to the human BAF complex and may recruit the complex to its targets through either protein-DNA or protein-protein interactions.	
1238	PBAF complex (Polybromo- and BAF containing complex)	Human	11780067	"T47D cells"	MI:0004:affinity chromatography technology;MI:0006:anti bait coimmunoprecipitation	9	O96019;Q68CP9;Q86U86;P51532;Q12824;Q92922;Q8TAQ2;Q96GM5;Q969G3	ACTL6A;ARID2;PBRM1;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCE1	87	87	20	67	GO:0003677;GO:0005694;GO:0006265;GO:0009755;GO:0023052;GO:0045893;GO:0051276	DNA binding;chromosome;DNA topological change;hormone-mediated signaling pathway;signaling;positive regulation of DNA-templated transcription;chromosome organization	molecular_function;cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process	"The chromatin-remodeling complex PBAF facilitates gene activation by assisting transcription machinery to gain access to targets on the chromosome.
"	
1239	EBAFb complex	Human	12665591		MI:0006:anti bait coimmunoprecipitation;MI:0071:molecular sieving	10	O96019;Q8NFD5;Q03111;P51532;Q12824;Q92922;Q8TAQ2;Q96GM5;Q92925;Q969G3	ACTL6A;ARID1B;MLLT1;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCE1	92	92	22	70	GO:0003677;GO:0005694;GO:0006265;GO:0045893;GO:0051276	DNA binding;chromosome;DNA topological change;positive regulation of DNA-templated transcription;chromosome organization	molecular_function;cellular_component;biological_process;biological_process;biological_process	ENL associates and cooperates with SWI/SNF complexes to activate transcription of the promoter of HoxA7, a downstream target essential for oncogenic activity of ENL.	
1243	Ubiquitin E3 ligase (SPOP, DAXX, CUL3)	Human	16524876		MI:0007:anti tag coimmunoprecipitation	3	Q13618;Q9UER7;O43791	CUL3;DAXX;SPOP	50	50	16	34	GO:0005634;GO:0006355;GO:0006511;GO:0016567;GO:0043067;GO:0043161;GO:2001141	nucleus;regulation of DNA-templated transcription;ubiquitin-dependent protein catabolic process;protein ubiquitination;regulation of programmed cell death;proteasome-mediated ubiquitin-dependent protein catabolic process;regulation of RNA biosynthetic process	cellular_component;biological_process;biological_process;biological_process;biological_process;biological_process;biological_process	Ubiquitin E3 ligases covalently attach ubiquitin to a lysine residue on a target protein. Polyubiquitination marks proteins for degradation by the proteasome. SPOP serves as an adaptor of Daxx for the ubiquitination by Cul3-based ubiquitin ligase and subsequent degradation by the proteasome. Experiments suggest that SPOP/Cul3-ubiquitin ligase plays an essential role in the control of Daxx level and, thus, in the regulation of Daxx-mediated cellular processes, including transcriptional regulation and apoptosis.	
1245	Protein phosphatase 4 complex	Human	10769191		MI:0028:cosedimentation in solution	2	P60510;Q9NY27	PPP4C;PPP4R2	9	9	0	9	GO:0000226;GO:0005813;GO:0006470	microtubule cytoskeleton organization;centrosome;protein dephosphorylation	biological_process;cellular_component;biological_process	Protein phosphatase 4 (PPP4) is a protein serine/threonine phosphatase that has been implicated in microtubule organization at centrosomes.	
1250	RB1-E2F1 complex	Human	17380128	MCF7 cells	MI:0019:coimmunoprecipitation	2	Q01094;P06400	E2F1;RB1	97	97	32	65	GO:0005634;GO:0006355;GO:0006974;GO:0051726	nucleus;regulation of DNA-templated transcription;DNA damage response;regulation of cell cycle	cellular_component;biological_process;biological_process;biological_process	The phosphorylation of pRB at Ser612 is induced by ATM-Chk1/2 kinase after DNA damage, leading to enhancement of the formation of a complex between pRB and E2F-1. It is proposed, that in asynchronously growing cells, pRB exists in a predominantly phosphorylated state, which is dissociated from E2F, allowing E2F-dependent transcription. DNA damage induces dephosphorylation of pRB at Cdk phosphorylation sites, leading to the complex pRB-E2F-1 being formed. DNA damage also activates ATM kinase and transduces signals to the checkpoint kinases Chk1 and Chk2. Activated Chk1 and Chk2 phosphorylate Ser612 of pRB and this phosphorylation enhances the formation of a complex between pRB and E2F-1, leading to repression of the transcriptional activity of E2F-1. Consequently, pRB-dependent cell cycle arrest and repression of apoptosis occur.	
1251	BAF complex	Human	12665591		MI:0071:molecular sieving	8	O96019;O14497;P51531;Q12824;Q92922;Q8TAQ2;Q96GM5;Q969G3	ACTL6A;ARID1A;SMARCA2;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCE1	75	75	18	57	GO:0003677;GO:0005694;GO:0006265;GO:0045893;GO:0051276	DNA binding;chromosome;DNA topological change;positive regulation of DNA-templated transcription;chromosome organization	molecular_function;cellular_component;biological_process;biological_process;biological_process	BAF complex belongs to chromatin remodeling complexes.	
1252	EBAFa complex	Human	12665591		MI:0006:anti bait coimmunoprecipitation;MI:0071:molecular sieving	10	O96019;O14497;Q03111;P51532;Q12824;Q92922;Q8TAQ2;Q96GM5;Q92925;Q969G3	ACTL6A;ARID1A;MLLT1;SMARCA4;SMARCB1;SMARCC1;SMARCC2;SMARCD1;SMARCD2;SMARCE1	94	94	21	73	GO:0003677;GO:0005694;GO:0006265;GO:0045893;GO:0051276	DNA binding;chromosome;DNA topological change;positive regulation of DNA-templated transcription;chromosome organization	molecular_function;cellular_component;biological_process;biological_process;biological_process	ENL associates and cooperates with SWI/SNF complexes to activate transcription of the promoter of HoxA7, a downstream target essential for oncogenic activity of ENL.	
1259	Chromatin assembly complex (CAF-1 complex)	Human	7600578	HEKK293 cells	MI:0006:anti bait coimmunoprecipitation;MI:0071:molecular sieving	3	Q13111;Q13112;Q09028	CHAF1A;CHAF1B;RBBP4	63	63	22	41	GO:0000084;GO:0005634;GO:0006260;GO:0006265;GO:0051276	mitotic S phase;nucleus;DNA replication;DNA topological change;chromosome organization	biological_process;cellular_component;biological_process;biological_process;biological_process	Caf-1 complex assembles nucleosomes in a replication-dependent manner.	
1317	ATF7-TAF12 complex	Human	15735663		MI:0019:coimmunoprecipitation	2	P17544;Q16514	ATF7;TAF12	26	26	1	25	GO:0045893	positive regulation of DNA-templated transcription	biological_process	"The overexpression of hsTAF12 potentiates ATF7-induced transcriptional activation through direct interaction with ATF7, suggesting that TAF12 is a functional partner of ATF7.
Although both TAF12 isoforms (TAF12-1 and -2, formerly TAF(II)20 and TAF(II)15) interact with the ATF7 activation region through their histone-fold domain, only the largest, hsTAF12-1, mediates transcriptional activation through its N-terminal region."	
1338	FOXO3-PCAF complex, oxidative stress stimulated	Human	14976264	HEK293 cells	MI:0007:anti tag coimmunoprecipitation	2	O43524;Q92831	FOXO3;KAT2B	58	58	21	37	GO:0000302;GO:0005634;GO:0006355;GO:0006979;GO:0035035;GO:2001141	response to reactive oxygen species;nucleus;regulation of DNA-templated transcription;response to oxidative stress;histone acetyltransferase binding;regulation of RNA biosynthetic process	biological_process;cellular_component;biological_process;biological_process;molecular_function;biological_process		
1352	ING4 complex (ING4, JADE1, KAT7, MEAF6)	Human	16387653	HeLa S3 cells	MI:0004:affinity chromatography technology;MI:0069:mass spectrometry studies of complexes	4	Q9UNL4;Q6IE81;O95251;Q9HAF1	ING4;JADE1;KAT7;MEAF6	16	16	1	15	GO:0000278;GO:0001525;GO:0051726	mitotic cell cycle;angiogenesis;regulation of cell cycle	biological_process;biological_process;biological_process	ING4 associates with the HBO1 HAT required for normal progression through S phase and the majority of histone H4 acetylation in vivo. ING subunits are probably crucial for acetylation of chromatin substrates.	
1380	Elongator holo complex	Human	11714725		MI:0029:cosedimentation through density gradient	4	O95163;Q6IA86;Q9H9T3;Q96EB1	ELP1;ELP2;ELP3;ELP4	7	7	2	5	GO:0005634;GO:0006354;GO:0006473;GO:0006476	nucleus;DNA-templated transcription elongation;protein acetylation;protein deacetylation	cellular_component;biological_process;biological_process;biological_process	"The holo-Elongator complex has histone acetyltransferase activity directed against histone H3 and H4. Holo-Elongator interacts with RNA polymerase II.

"	
1399	WDR5-ASH2L-RBBP5-MLL2 complex	Human	15960974		MI:0019:coimmunoprecipitation	4	Q9UBL3;O14686;Q15291;P61964	ASH2L;KMT2D;RBBP5;WDR5	45	45	7	38	GO:0005634;GO:0006479;GO:0018126;GO:0045893	nucleus;protein methylation;protein hydroxylation;positive regulation of DNA-templated transcription	cellular_component;biological_process;biological_process;biological_process	"The WDR5-ASH2L-RBBP5-MLL2 complex performs methylation of lysine 4 (K4) of histone H3.
Knockdown of xWDR5 during Xenopus development leads to somitic, gut, and hematopoetic defects."	
1401	MOF complex	Human	15960975		MI:0007:anti tag coimmunoprecipitation;MI:0226:ion exchange chromatography	10	Q9H7Z6;Q03164;O14686;Q15291;Q99496;O15047;P21675;P49848;Q16594;P61964	KAT8;KMT2A;KMT2D;RBBP5;RNF2;SETD1A;TAF1;TAF6;TAF9;WDR5	131	131	25	106	GO:0005634	nucleus	cellular_component		
1458	SNF2h-HDAC12 complex	Human	15775975		MI:0019:coimmunoprecipitation	2	Q92769;O60264	HDAC2;SMARCA5	99	99	23	76	GO:0006473;GO:0006476;GO:0051052;GO:0051276	protein acetylation;protein deacetylation;regulation of DNA metabolic process;chromosome organization	biological_process;biological_process;biological_process;biological_process	SNF2h-HDAC1/2 complex coordinates G1-specific chromatin remodeling and histone deacetylation with the DNA replication initiation process at OriP.	
